,cluster_name,text
12860,0,有正常皮肤
3365,2,两个月在肚脐左侧
4428,2,我头上长了延髓海绵状血管瘤
4074,3,可以加我微信，我好把图片发去。
11064,2,孩子1个多月  在脸上
13670,0,许清云
5437,2,淤伤的颜色
12207,2,成人，在右下肢腓肠肌内。
2362,1,看过 大过两次激光。说是海绵状的
13425,3,那我加你微信给你看看照片吧
3363,6,现在发烧和底烧专家说最好不动手术  怎么办
2690,1,现在七个多月发现两个多月发现的
13269,2,左手臂
13725,0,怕她长
11877,2,在舌头右侧
8802,2,右手的小手指上
368,1,刚好一个月
5670,2,挤破出一点血
8588,19,一般多多少时间做一回
1707,1,二个多月，红色。
9045,6,三个月大的宝宝眼角采用什么治疗方法
7857,2,女孩，患处膜上去感觉有点硬
12618,2,半张脸
3678,2,是属于草莓状血管瘤么
9617,12,要是辛辣食物吃多的话会有什么后果
10661,0,或者吃药能控制
10025,2,男孩！没有高于皮肤
8617,2,嗯，高出一点
7788,2,小手指盖那么大吧
13227,2,红色的像胎记，手指甲那么大
255,0,淡了一点
2170,2,之前是红色，现在有点紫色
4894,2,患者60岁，在脖子的右侧
5228,2,有鸡蛋大
7206,1,脚踝处有个五角硬币突出血管瘤，快一年了无明显变化，脚抬高变小，另外两处无明显变化，也没增大
864,2,小手指肚那么大
4530,2,脖子左侧，总是肿
12392,0,都长了
11238,5,这种严重不？
3618,4,在左侧颈内窦段动脉瘤，1.2-1.6cm，请问能做介入手术吗？手术费大概多少钱？
5637,3,加我微信
6586,2,刚一个月的宝宝在头上有个血管瘤
8677,2,有鸡蛋那么大
12022,1,看过说是血管瘤
5701,0,我之前咨询过咱们院 咱们院说微创治疗，
5086,2,在脸上腮帮处
13875,2,大脚趾指甲边
1146,0,咋的啊
12116,1,4个月，紫色，
4870,2,正常皮肤色
8750,2,那个不算太大
3634,12,血管瘤有什么危险吗
10669,2,腿还是有点肿，这几天发现小腿肚有一个硬块，是不是走长了
10425,2,成人   靠近智齿
8563,2,手上婴儿
1175,2,红色 一片像蜘蛛网
9848,1,沈阳，检查过
9108,2,在后脖子上
7307,1,刚出生20天！刚出生时没有！最近才发现的
7484,1,没有  当地大夫看过  说是
9495,2,刚出生就有，在右眼皮上
7161,6,激光么
9703,18,这个科室只有两个医生吗
2497,12,"我想咨询""屁股上长血管瘤严重不"""
2015,6,怎么治疗，有危险性吗
12783,4,我想问一下治疗这个大约多少钱
8449,2,平的！女
10778,5,你好:医生我一个月以前发现舌根底全是小疙瘩。嗓子疼有异物，什么病呀
4614,3,能加微信吗？
13232,3,加我一下
6064,2,婴儿脚踝处有一个绿豆大的血泡
14307,3,加微信吧.
83,2,红色的，用手按住会消失，放开手还特别红
5992,2,头皮上
4960,2,胳膊和腿
2230,1,因为我自己处理过一次，导致有点增生
8358,2,粉红色的，有一点凸起来
5259,2,在肝上有个占位性病变
4668,4,挂号多少钱
5160,2,是65岁男性，有鸡蛋大了。有几年了。
7183,2,脖子脖子
4821,2,左咬肌
4921,0,会不会自己吸收呢
12692,1,医院说是血管瘤，血管痣
6859,1,半月之前去的大夫给做了个冷冻，说是毛细血管瘤瘤
6487,2,大腿根部
10277,2,平的，红色
11679,2,长在手腕上
2473,0,但是一点事也不顶
5811,2,胳膊弯处
1858,16,多深不用吃药
11920,2,五周岁，长脖子一侧
10269,2,很小的一小条
6119,2,是个肿的瘤
8243,2,在眼皮
6638,2,50岁 在肝附近
4451,2,树叶状
3274,2,女孩，患处是浅红色，没有凸起
11140,2,左臀大肌下面
2547,6,如何治疗？我现在应该怎样做？
11331,2,左眼下面
986,2,29岁 不是胎记是小腿内部
12106,2,孩子，手臂
10366,2,红色有好几个月了
8772,2,青色，2平方厘米，孩子10毛岁
5243,2,一岁小孩左侧脸部疑似血管瘤
7073,2,就是类似毛细血管
3908,0,刚出生2天
2536,2,出生到现在我感觉长了一点点
3251,2,这个瘤就像小米粒那么大
5832,9,检查血管瘤需要排队吗，外地
10648,1,男宝，去医院看过说是血管瘤
4384,6,请问都有什么治疗的方法吗
3319,5,这个怎么确诊什么类型的
4478,2,今年20岁了，在脸上
2958,0,孙国淏
13645,0,手术切了
1011,2,像草莓状的
5514,2,长在嘴巴和鼻子上
7387,2,没有就像红血丝的感觉女宝
9858,2,一小点
5279,2,长在后脑勺
12175,3,我加你吧。
12440,1,在牙龈下面今天检查的  大夫怀疑是血管瘤 以有两三年了  平时也没什么感觉   有的时候会变小  有的时候用力或者上火就会变大
7117,11,是什么原因
3385,5,成人肝血管瘤是咋行成的
4024,2,右脚中指
10373,0,孩子还没有满月
11633,0,女的三十八
2698,2,就后背起个包里面黑色的
7994,2,眼睛下面，男宝
5526,2,3年前做手术今年又长了
5985,2,没去医院看！左脸颧骨处
480,2,男宝 刚发觉高出皮肤
9518,1,后来带着孩子的胳膊的照片去了北京也是长峰医院   医院的医生说是KT综合征
6372,1,大人，10岁得的，女，是红色，钢镚大，
6244,2,长在胳膊上
12699,2,4岁孩子，在右前臂
1950,2,红色的屁股上的大，嘴巴上的小
182,6,我父亲先天性脑静脉血管畸形，现在蛛网膜下腔出血，出血控制住了，静脉血管畸形怎么办
13225,2,是小孩，在嘴边
2179,2,是红色的点，左胳膊上
9640,0,郑雨乔
5246,3,微信可以联系到你嘛
5749,11,我女儿后背有一个小血管瘤，己手术，但我感觉她术后疤痕面积增大，还总痒，是怎么回事？
5018,2,左肋骨边
1595,4,在你那做要多少钱
11349,2,长在椎管内腰骶部
7960,0,你微信号我记下了，晚上我回家加你
12420,2,舌头下面，有个小水泡
2911,2,后脑勺右侧
10275,2,鼻子边
594,2,两个月，长在前胸脯
10119,5,"我想咨询""血管瘤多大需要手术"""
5793,2,今天发现大了
14008,2,腋窝位置
12740,1,女孩  一个月
5200,2,身体左侧
7281,1,二十年了一直没好彻底
989,1,就告诉我抹药
12956,0,不是以前的红色
13705,3,可以加微信吗，我给你发图天
13006,0,几个月前
11716,2,小手臂下面，看不出来能摸到
14033,3,你加我微信吧
3349,2,在肋条骨的里面
6928,2,黄斑边缘
6640,1,陆军 和202都治疗了
10578,5,这个严重么
14310,2,脚脖子上
423,0,没检查过，以前我都当痦子了
1046,2,平的，有时红有时深红
12325,2,有，颜色是血管色
14325,13,我明天去了再说吧
339,2,刚开始的时候是粉色，最近感觉变红色了
12215,6,那应该怎么办
4385,2,红色的，一小块儿，平的
9872,15,有什么后遗症吗？
1970,2,肝右叶
3793,5,是慢性血管瘤
5148,6,微创也是手术治疗不吗
10553,2,女孩子20，嘴唇上
1987,2,宝宝的眉毛上方
7900,0,一大一院
9315,3,好的 我加你微信
6332,2,鲜红色，小米粒大小
11453,2,然后之前是平的 现在越来越鼓
14066,0,去鲅鱼圈中心医院检查过，但他们说那里治疗不了，得去沈阳
3591,3,这个是我微信
4522,3,我微信你加下1384308****
13985,2,下嘴唇中间
10116,4,具体费用多少
9460,2,红色十公分
10701,2,成人在臀部
12339,1,婴儿血管瘤，左耳上方，22个月
8091,2,成人，脸部右脸
6337,1,出生时发现的，当时是平的
9521,2,大宝有血管瘤
7392,3,微信吧
5806,3,我手机号1833085****
3182,0,没有，不过我找大连的大夫给我看了在微信
4939,6,我在半年前检查出干儿狼检查出肝囊肿和肝血管瘤怎么冶
12949,0,切除手术，
6512,6,血管瘤新生儿怎么治疗好，不手术的话以后会不会长大
8204,2,女宝，长在胸上面
13145,2,女孩，腰部
8641,2,最近嘴唇有的地方又发红了
8620,2,长在大腿上
10954,2,肚子上有血管瘤
6907,0,毛发也不影响吗
1398,8,你是哪里
11581,0,刘浩宇
1196,13,好吧！我现在有点特殊情况，明天一定和你联系的。谢谢
8110,2,一个小疙瘩
12202,3,手机号
134,2,胸部第二根 裂痕骨
6667,2,婴儿孩子出生40多天，头上
9596,12,不及时自疗会有什么后果
10279,6,你好，孩子八岁了男孩，医生诊断为是血管瘤在眼睛底下脸部，，请问怎么治能去跟，还不留疤痕
3838,6,需要怎么治疗
5352,6,我想问一下治疗手段是什么
11500,6,还有什么办法能出去血管瘤啊？
7845,17,需要住院吗？
12200,2,应该是在皮上的
1402,2,左脸部
10720,1,都七八年了
6807,0,婴儿7个多月
7930,2,10岁孩子上眼皮
2274,0,1个月发现的
12495,2,身上有个小的血管瘤
12785,2,没有颜色，就是一个像小泡似的
7260,2,有点凸，那块是软的
9425,5,我是长在右手臂上有个小包有时手臂上还有像小虫在爬的感觉不知道是什么病
502,0,李锦瑞
1158,2,宝宝的在后背
958,2,最开始是平的，现在突起了
4537,2,然后过几天又流一点
6775,2,一个针鼻大的红包
12141,2,出生时就有了，红色，慢慢红色已经变淡，现在出现包
13669,2,长大腿根部
6794,0,影响吗
3155,2,现在17个月了，前几天发现脸上有一个小红点
2882,4,先期治疗费用是多少
13808,3,1308942****
4416,2,没有凸起，不是特别红
10176,0,女孩出生四十多天
622,1,20天才看到
1775,0,孙小燕
10580,2,26在头上
13789,2,宝宝长在腰上
13004,1,现在用的盐酸卡替洛尔滴眼液湿敷，没说什么类型，看着像草莓装
4405,2,宝宝六个月红色
10886,2,脸上一个小红点
7247,1,出生一个月去大连妇女儿童医院看过，大夫说要多观察，如果变大再来就诊，一直没去
204,2,有红点没有凸起
13904,6,那你们这里是怎么治疗呢
2422,2,嘴唇上
7495,2,成人，肝右页两个
8427,1,拍过，说有点钙化
168,2,在嘴里面没鼓出来0.3毫米
2884,1,手臂上是40多天儿出生后出现的。
3975,11,舌头前边处长了块肉是什么原因
5183,2,有时颜色浅有时重
11940,16,用药怎么样
6172,0,升话宝【新医疗】【升话宝新医疗】强势来袭最新升话宝，加入最新代码已更新，技术已证实，100%支持新医疗页面，安全可靠。【如不能使用全额退款，【现在合作马上提供代码】，【全国独家】【全国独家】QQ 604361761
7009,1,刚下生10多天发现的
2857,2,孩子出生就有，
8736,1,在耳朵里长了一个血包，已经有十多年了
2543,2,手指头大小
259,0,21天女孩
4996,15,冷疗点完会有疤痕吗
12839,5,血管瘤有青色的吗
12804,2,患处在大腿根部
6598,2,有时颜色重，有时浅。热胀冷缩。高于正常皮肤！
12904,8,请问您的医院在辽宁那里
2161,5,治疗过了，感染了怎么办
6142,0,没听说是什么类型的
412,2,在大腿后根
7237,6,那怎么办啊 要激光吗
12365,12,27岁，手臂，对面部有影响么
12150,0,以为是胎记
2092,2,在小手指尖上长得
12580,11,是吃什么造成的
8102,2,但是脸里面有硬块
13681,0,早上和他微信他没回
13080,0,在医院开的药，说吃一段时间看看
10936,2,淋巴血管瘤
626,6,怎么治啊，有药膏能摸好的吗
11599,2,脸左侧中间
10957,2,后脑下边
4449,2,成紫色的
4832,13,明天去检擦去
3244,0,女宝宝两岁了
91,4,一次大概多少钱
5443,0,我感觉也是
12308,1,之前检查过，医生说得拔指甲，然后切除
9212,5,你好，小孩背部有手指甲大的红斑是血管瘤吗
220,5,这个病很严重吗
3743,3,1824038****这是你微信吗我加你
1945,12,以后有影响么
651,1,血管瘤部位皮肤光滑那种 看过医生建议手术
6417,2,成年人女性年令64岁乳腺癌原位复发又长了一个血管瘤
11695,3,QQ863505309
9898,2,成人女是长在宫颈附近
2782,2,紫色，比黄豆类大点
2593,2,胸腔内
4760,2,米粒大
9991,2,脚上的
13081,1,10多天前鼻塞流鼻涕
14150,2,我家宝宝手上有血管瘤
6453,2,长在颈后部
7430,2,现在鼻子上又有了，我感觉是。就是个小点
13388,0,痣那么大
10377,2,就一直那么大
13154,2,嘴唇上面。
10986,2,像红色血丝一样
12399,9,需要做什么检查
3429,1,之前看牙时候 医生说是血管瘤
12939,2,有凸起有肿块
14267,2,患者今年49岁，在肝部长的血管瘤，
3639,4,辽阳的，想咨询治这个得花多钱
6170,2,是指有个小坑，出血
4948,2,生下来一个星期就发现了，包跟正常皮肤一个颜色
5379,2,长在手指头上
3928,6,那如何治疗
11647,6,手和脚有血管瘤怎么治疗啊
11335,2,儿童的后腰
7937,2,拳头大小
7745,0,我让我朋友给你打电话
11750,3,1346477****微信号
10469,6,你们怎么治疗，费用高不
13728,0,我打电话告诉我儿子了，等他有时间过去看一下。
12277,2,青色可以看见血丝
14236,0,有一点
429,1,吉林市 满月时去医院看过说是血管瘤
2652,2,红色还有点发青
11403,5,淋巴管瘤不是血管哎呀！
12095,0,血管瘤位于身体哪部位。
146,2,腿上和后背
10562,5,大夫也跟我说了你们医院，我想问一下应该怎么治疗，可以等等观察观察吗？可以自己消退吗
3214,2,宝宝眼皮有小红点
7339,0,六十三
8652,2,发现脚上有紫色的块，血管也是紫色的
2365,2,但是我觉得越来越大了
10484,2,背部腿部
13760,0,没有去医院看过医生说的
10225,2,深红色，高于正常皮肤
8458,2,上嘴唇很厚，颜色不明显
11606,1,大人45不知道多长时间昨晚上挠出血了，今天去医院，大夫说是血管瘤
12660,0,1.【升 话 宝】提升对话量30%-50%可测试2.【下拉词】霸屏搜索框 全面压制对手 3.【百度快排】包15-20W百度首页页排名4.【百度知道】图片 电话 网站 微信 QQ5.【熊 掌 号】团队实力 注册运营一条龙6.【短信群发】指定内容 指定客户 106网关 �到达QQ：2298642373
11618,1,60岁，有三十多年，尽三，四年有点大。
1190,2,10年是紫色
2379,1,在妇儿医院看的，说是血管瘤
4812,2,在左胸下一点，有一片红色的像草莓一样水泡状
2421,2,阴囊可以看见红色血管
7460,2,不明显多少有一点
3677,6,我想问一下除了做激光治疗还有别的办法吗？
1631,0,金辰娜
2862,9,那我们要去。还用再做一系列检查吗
12235,2,就最近这几天发现有一点点突出
4520,2,成人 手指肚
9826,6,"我想咨询""下眼皮里的血管瘤应该怎么治疗?"""
5787,12,过几年在治疗可以吗？有什么危害吗
8341,0,我担心会是淋巴的问题
7254,0,现在还比较小
6674,2,31岁  在嘴角里
10493,2,在脖子下面
6202,2,身体的左侧
9606,2,23岁，心脏附近
3047,1,医生建议复查
14070,0,王梓璐
6508,0,自己也不会掉
934,2,经常流鼻血
6580,1,最近才起
582,6,我就想知道还有什么方法
2423,1,也就一周左右
8728,12,诊所大夫说没有反应不需要治疗，我想知道这个有什么影响吗
2381,0,1308001****
13867,0,哦还有孩子自己恢复的块呗
3656,0,李易轩
3516,3,你加你微信了
13351,2,冠状沟一圈
10337,0,婴儿十多天
9568,2,不是！我家孩子是红色的
4803,9,都需要检查什么
8073,2,小手指甲大小的突起物
3234,6,刚想百度看看怎么治疗得
12011,2,草莓色
8136,0,一个月的女宝宝
10665,0,孩子在家里，我今天上班，晚点的吧
665,4,70岁患肝浮水引发脐疝用微创手术能做吗需多少费用？
2910,2,就是有红色点点
1418,2,出生时只有一个红点，现在长了一片。
10976,3,我加一下你啦
8624,2,长在乳房上
2445,1,2年左右吧 没确认过
10804,4,坐这个手术大概多少钱
6546,0,2月的女婴
7833,3,1594202****微信号
3413,0,营口市的
4159,0,女，4个月
3705,0,快1岁了
10990,0,冷冻技术可以打掉么
7351,0,3个多月男孩
6215,1,出生时候就有 但是平的
10247,2,青色的血管瘤 男性28
3548,2,头部挨着耳朵
11556,3,加您微信发图片，您看一下好吗？
1921,6,女孩，高出皮肤。现在有什么好的治疗方法，可以用口服药吗？
13818,0,成人问题
7828,0,就手的用什么冰聊
1074,1,半年前检查腰脱时发现的
10134,1,好几年了吧
6661,12,都会造成这么样的影响啊
11531,2,L3椎体血管瘤
8457,2,婴儿长在脑部
14004,6,口腔立士牙里面长了血管瘤怎么办
6429,2,舌根血管瘤
13591,0,有事电话联系
1796,2,红色里面青色
4076,2,后背有个小包，
2208,18,我五一去医院，问下想预约一个专家
4560,4,治疗费用贵吗
8533,2,在后脑靠颈部
8555,2,不太大，红色
2289,0,不是乳腺
8847,1,在北京长峰医院做过栓塞手术
2090,3,QQ303114415
1652,2,50岁紫红色
3921,2,宝宝在额头部位
10148,2,肚子左侧
4727,5,我的意思脸上长血管瘤还能不能做微整了
884,0,我加你了
7590,2,男宝 红色
1201,3,我不会，我加你吧
13303,0,曹颖涵
1988,0,不能手术
11703,2,软的，一个小疙瘩
12331,4,我想了解下大概费用
8835,1,"67岁，长在下咀唇上  ,开始时是个的泡，后来刷牙一碰就出血，有个小血痂，没有凸起，皮肤科医生说是血管瘤 ，有的说是化脓性肉芽肿。我考虑血管瘤和化脓性肉芽肿都应凸起，所以想咨询一下。"
12478,1,女性，小时候做过一次手术，没去掉，但是不随着年龄增长了，最近一年发现比以前鼓了！
9334,0,我问一下我家人我微信号
10496,0,没检查呢，准备上医院检查一下挂什么科
794,6,那我嘴角还有一个血管瘤。应该怎么做
143,2,长在眼睛下面
3504,2,深红色刚发现不算大
6665,0,你是医生吗
2627,0,新生儿 1个多月
361,1,两年多，没确诊过
4147,0,是成年人，脑干，桥脑！
6101,2,青色可以看见畸形血管，一小长条
1908,2,脚脖子上。
12942,2,包以前是硬可这两又软了
13123,2,长在颈部
871,2,两个半月，在小腿上
6687,2,男宝，现在有点突出表面了
12384,2,男宝.红色的比较深
9847,2,女宝宝，谈褐色，大概黄豆大小
1831,0,没有检查，我母亲说是排毒呢不去检查
11860,6,血管瘤需要怎么治疗
5017,6,咱们这里治疗的话都有什么方案啊，床位紧张吗
515,2,左手虎口
12502,0,吃只疼药
275,0,这个我微信号
2707,6,草莓似的血管瘤怎么治
8226,2,粉红色的 下面一小部分浅紫色
1061,2,颜色很淡
10897,2,有大米粒大小
2010,7,"我想咨询""颈部血管瘤手术危险吗"""
12100,7,现在想知道哪种手术方案比较适合我
1986,5,我家宝宝21天，左腿膝盖怀疑是血管瘤
5085,2,黄豆粒大小
8497,1,还没有，在网上医院给医生看过
12361,2,长在下巴底
10129,2,有红色一片
5020,2,大腿根内
2574,8,位置在哪里医院
13074,0,我怕孩子太小，会影响
825,6,我想咨询腰上长血管瘤有啥治疗方法
9687,2,长在脑囊里
4881,2,我四十二了，头几年自己下楼，碰到头了，皮里肉外，好几个呢
12340,0,侯沐倪
685,2,孩子两个月，下生的时候眼皮上就像有红记是的，长小红疙瘩有半个月了
11942,2,不算太突出，
13003,0,孩子一个月
5909,9,所以想问怎么检查是不是血管瘤
6005,1,有半年了
4619,2,在面部
1909,2,十多天没那么大后来长了
7852,2,刚出生的时候是白色的小点。现在比之前大点是红色的
8501,2,现在感觉又出来了
12285,0,你在哪个科室？几楼办公啊？
4063,2,72岁  脑部
5981,5,为什么颜色会有变化呢
5459,3,你您微信多少我加您
12834,2,凸起 摸起来无异常 鲜红 一点点大
27,5,"我想咨询""草莓性血管瘤"""
9273,2,胳膊上，出生时没有，小孩裹了一口
1223,2,浅红色，没有任何凸起
9592,2,应该早就有了，一直没当回事，手指老是肿，有点青，
2201,5,患者54岁，女，静脉血管瘤瘤
3923,11,我家孩子血管瘤吸收了还有点印，有时印为什么红，跟吃辅食有关吗
4360,0,新生儿 这个月
3425,2,成人脸部
6028,2,胳膊上长的
12164,2,上眼皮角
14239,2,比小米粒大一点
3703,6,现在这种状况需要怎么治疗
2298,0,那个是你吗
4785,6,你好请问肝部长血管瘤如何治疗
3715,8,你们医院地址在哪呀
9553,0,怕有风险
10416,1,以前就有，但是我感觉这段时间严重了
971,2,手腕上。
1534,2,左乳周围，
4763,2,男孩，突出
2894,1,医院就是建议冷冻或者激光
10896,2,脚背上 1×2 略突出体表
10554,1,脑室53岁7年前得过脑室出血，今天做 CT 还在那里
2413,2,我孩子头上长个东西，好像血管瘤
11326,2,胸椎血管瘤
7042,4,大多数人多少钱
4901,2,发现有五年了吧路走多了要比那个腿累的多小腿疼
7194,2,我这在右下壳底下。
14149,3,我加你把
7154,2,后脑偏上
12075,0,没呢，刚发现，原来没注意
7113,0,小孩淋巴管溜手完去
6973,0,没有别的办法手术怕对腿不好太的皮里面广
9351,0,许泽鑫
7463,2,孩子，在小腿上
7995,0,是，需要手术切除。
1695,2,紫色，有点清1.几吧
7737,2,女孩，高于皮肤
3871,2,面积大学三厘米左右吧
12897,0,女孩出生1个月
137,2,我感觉比以前多了
1287,2,成人脸上红色胎记
5029,2,是婴儿长在脖子上
7457,1,关键是我儿子的才那么小一点、我们也是住了4天院才离开的。复查也说好了、可是这么久都没有好。
10456,2,小孩，在腰部
1928,0,就是影响美观
4418,3,没有微信，我都六十多，哪会那玩意啊
14069,2,腿的膝盖附近了
10950,3,您微信号？
12481,2,新生儿肚子上有块红色的东西
6759,2,是成人在鼻子里面
10840,1,后天形成  大概三年了
8984,5,这种情况属于轻度重疾么
5326,2,就眼袋的位置，就说是血管瘤
2851,2,手上，大人的
1228,0,我不想加微信
2296,9,需要做什么检查吗
12268,2,不大，黄豆粒那么大，
13747,2,长在眼皮上
9141,6,你好，孩子在鼻梁中间长的血管瘤，能治疗么？
7397,3,你微信多少，我加你
12760,5,我想问问血管瘤是什么好治愈吗
2899,2,37天   胸部
6774,6,有什么治疗方案吗？
608,2,颜色变深了
9416,2,皮下海绵状血管瘤
287,6,那应该，怎么治疗呢，这个不像普通那种红色得，是在皮下，慢慢在涨，摸着硬硬得
7205,2,45天，背部
4866,0,3个多月的小宝宝
14261,3,好，我加你
6608,5,血管瘤啥症状
14059,2,手指盖那么大
9423,2,嗯已经长大了
4822,5,是否是血管瘤
6601,2,我家孩子血管瘤长在胸上面
2912,2,从小一直就有，今年40多岁了
6179,1,出生做过同位系
13618,1,2年左右呢
3912,2,大人 嘴角下方 刚刚发现的
838,2,现在肿，一条腿都是
1746,2,长在右下额底下。
5201,2,男孩，略高于皮肤
10340,2,成人，脑干
11631,6,我这种情况，还需要怎么治疗
9684,1,是我本人，40岁，出现六七年了，以前没有在意
10237,2,没有检查过，刚开始生完孩子我们还以为是胎记呢？现在比以前大点。
9947,6,那应该怎么做呢，血管瘤是良性的吗
12966,3,你加我，1351414****
5627,0,是成年人
5069,1,一年左右，没查过
13121,6,那该怎么办啊？
8118,2,无明显颜色
5663,2,比之前大好多
7251,1,看了，没说什么类型的，就说能做用激光和冷冻
6155,0,以前没太注意
3530,2,有一片红色印记
3044,2,腿上，凸起的红色
13659,0,没最后定呢，下周准备去
5523,2,有一个李子大
9727,0,你们也有激光
4393,0,陈怡佳
10946,2,一个小红色点点
2752,2,我不知道是不是就是孩子小腿肚上有一个血管很明显
8313,6,血管瘤长在左手脖肉里，你那用什么方法治疗。
14185,2,耳朵上有个红色的
8274,1,一开始没有医生知道是什么切完了说是血管瘤
6373,2,15天。高于正常皮肤
6739,4,我想咨询费用可以告诉我吗
11583,2,没有什么颜色，正常肤色
89,2,但是面积好像没变大 只是慢慢变鼓变红了
13992,2,皮下颜色正常
13610,0,稍微有点高
7318,2,是女性，高于正常皮肤
10721,0,出生时候就用、男宝宝
1586,19,大概需要多想时间
7482,5,像那种是血管瘤吗
9046,2,成人，手指
8687,1,什么时候长的不知道，我五天之前发现的，去看大夫让观察看看，现在也没变化，还是挺大的泡
5281,2,应该是草莓状的
14237,5,我不太懂什么是血管瘤
14173,2,额头上有俩个小红条不知道是什么
2233,1,孩子两岁 查可能患淋巴血管瘤
596,2,6*2厚现在
9850,2,红色的，
12684,3,我加您微信
4044,1,男孩，报告没有，医生初步诊断，明天让上沈阳医大二院，但没挂上号
2519,2,不是很明显
369,1,现在块50天了
172,2,左跨尿不湿印的地方
9238,2,您好  在脖子下面
13221,1,女性，3个月
12530,2,肝部和肺部
12946,2,8岁红色
4908,2,两个多月的宝宝在腋窝附近有血管瘤
8712,2,额头边上
3996,4,费用呢？
14210,1,女宝。去过。医院说抹药治疗。但时间很长，
2822,0,用药面止的
8349,2,蓝色，一厘米左右
4486,13,还是九点左右打针吗
3800,0,能有大概数吗
7193,2,大人长在手指上
12258,2,人中内侧
2459,2,眼框上
7815,7,请问海绵血管瘤长在脑干深部能做手术吗
8978,0,没有说是什么类型的
5323,2,没有凹凸
6099,2,我家的宝宝屁股上长了
4998,1,才二个月
8828,6,想了解你们医院的治疗方法
11261,1,让我等等，说有可能会长长就消失了
8590,4,请问这个价格是普遍的么
5973,1,出现了有20年了
9678,1,就这一个多月，以前没有
1262,6,那有什么办法可以治完就不长吗
10838,0,这是你的电话吧
7120,2,长在头顶
2084,2,里面不平
11034,2,患处在左边腰
550,1,朝阳市的   有医生给看过但没做检查
5287,3,可以加下我的微信号18240385975
6731,0,有张佳怡
9615,5,这个病危险吗
3381,2,有米粒大小，红色
12206,2,婴儿刚出生二十天左眼皮右上角
6054,4,脸上的整掉需要多少钱
7561,6,没有有在好的治疗方法
12898,1,、做过彩超说是血管瘤，以前只是认为是筋包节
1018,4,口腔里，经常出血，大约需要多少钱。
1956,0,小时候就有，
4047,13,打算明天起去
8126,1,我家的小孩六个月
6395,6,还有什么办法？
1457,2,新生儿32天长在左眼角
7987,1,好像是小时候就有
4220,7,血管瘤的治疗只能手术吗?
1239,2,以前色是红色的
2768,4,我想问像这样的情况、我儿子要是还要做的话，还是一样的价格吗？
5393,13,我打算五一去做，放假吗
2625,2,头部有三个小红点，请问是血管瘤嘛
2906,2,在太阳穴上
10298,2,我锁骨上有一小块
3028,1,男，有46年了
13214,2,脸上长了个红点后来就出血了，一不小心就出血还不停的出
11786,2,男孩 越来越大血管瘤
4479,6,头皮，怎么治疗
12689,2,婴儿后脑勺
4233,1,好几年啦
9133,2,宝宝 囟门处
13337,2,长在后脖颈处，婴儿
11426,2,长在生殖器上，龟头边上
6425,2,宝宝 脑袋
2673,6,微创留疤吗？
4029,6,应该怎么办
8909,2,深红色，高出一点
6325,2,多少看上去比对面的部位有改变
8506,2,热了就凸起，，不热就平的
733,1,医生诊断肝部有囊肿1一2厘米左肝有结节回声疑似血管瘤
4126,0,没去呢是男孩
5269,2,舌头长了血管瘤。
10033,1,有12年了
9679,2,您好！医生，我家宝宝现在43天，从出生就有血管瘤，在右腋窝下面
2178,2,平，红色
10039,4,就想问问费用
10712,1,做的手术
3770,6,如何治疗，怎么治疗，费用多少
4594,1,36岁才发现，做的彩超
3920,2,男，共约1平方厘米，中间有断，一大一小两块
5315,0,约完了，五号去，铁西的。
8119,2,鼻子和嘴之间
3608,2,见方处有不均匀红点儿，高于皮肤
11669,1,26岁，10年前发现的。
348,2,手指甲干大小
7511,2,红色 平的
9992,2,在左肋骨那
8572,1,13天了
1728,2,手上，成人
5720,2,皮肤表面没变化
1667,0,你是哪里的医院
6272,2,大拇指的后边手掌位置
3513,2,婴儿  40多天   肚子上
4749,2,在后脖子处
5272,2,蔓延 倒是没有图片那么鼓 那么深颜色
12811,3,有QQ么 加下QQ
5161,16,我想问一下有一个药叫什么霉素 我忘了  治血管瘤的
11477,2,成人，在脑左侧
8003,2,不高出皮肤
14000,2,宝宝眼皮
4173,2,患处是紫色的
3043,3,加微信了吗
8260,2,红色，稍微高点
3945,2,现在有成人大指甲盖那么大
4778,0,在这个位置
3301,2,但是它是平的
1134,2,肚子左下角
12395,3,qq 351502740
6587,2,外边看着不明显，里边有，得有鸡蛋黄大小吧
8054,2,成人，在下嘴唇
10788,2,57岁的人，长在左肝部
749,2,左侧肋骨下面
8029,15,我想问问如果打下去，会留疤么
5000,2,手脖子
1189,2,头顶上有个小红点
11803,2,看着是有点复发现象
4663,2,在上嘴唇上
7111,2,软的，中间一小块紫色，周边浅红，最边上青色，不太硬
12023,12,四平，在医院确诊过，大一点的用激光做下去了，我想问一下如果不做会怎么样，还有长血管瘤的原因，以后还会不会再长
9504,6,我想咨询一下，现在我家亲戚头部有，有疼痛的感觉，还不去医院治疗，有什么办法能缓解一下疼痛
4226,1,用就像眼药水
11993,2,6岁长在脚底内侧 切除后 今年30岁又长了
2928,3,加你的微信啊？
5305,2,脾上章血管瘤
3283,1,代夫给拿的药
5660,0,因为做一次。花那么多钱  原来地方也没整好啊
8508,12,严重吗男孩
4579,2,孩子突然脸上出一块红
3050,2,女孩她的腿上长了一块
5171,1,医生说是先天性脑血畸形
2054,3,我的QQ号3357653198 微信hsg0515
1313,0,新生儿14天
2410,1,30天臉部
11289,2,以前有印，但是发现这几天有点变红
